security_code,cash_per_share_2022,cash_per_share_2023,cash_per_share_2024,coverage_2022,coverage_2023,coverage_2024,strict_dividend_growth,cash_coverage_pass,eligible
000090,0.32,0.25,0.1,-2.4327032682618195,15.19305087972509,6.102275727966055,False,False,False
000096,0.03,0.055,0.075,7.521811458964647,1.7077006749311294,2.219836680050505,True,True,True
000099,0.065,0.0817,0.125,11.797830789068465,9.201213208512756,6.321068997374927,True,True,True
000153,0.1,0.15,0.1,13.248283580172822,5.1150937189510595,2.716056077068832,False,True,False
000157,0.32,0.32,0.3,0.8731254470869984,0.9768070732843244,0.8255945331002716,False,False,False
000407,0.02,0.055,0.0419999999999999,15.28874850364395,9.832301991432722,8.59683816301073,False,True,False
000411,0.1260239,0.3045,0.383,6.140775407064117,2.675039593195112,2.052806007719509,True,True,True
000417,0.0699999999999999,0.11,0.11,10.913089318718285,9.73743665685472,8.009351854124917,False,True,False
000422,0.1,0.32,0.2,43.00384445558997,4.813894907950842,3.5483497707409017,False,True,False
000423,1.1780936,1.7841902,1.2729896,2.82717438704088,1.7001539405795079,2.648053317757949,False,True,False
000426,0.017,0.065,0.0699999999999999,24.869167182439625,14.651482617420372,14.604046272321002,True,True,True
000429,0.428,0.5469999999999999,0.523,3.0753538141995067,3.3504265893794947,2.9779502488194236,False,True,False
000498,0.16,0.1799999,0.1699999999999999,0.6084828878784647,-14.08166295208591,-19.472524250035434,False,False,False
000528,0.1,0.2,0.2729996,4.913590579657389,4.146619530996025,2.398187987861135,True,True,True
000529,0.15,0.15,0.12,2.798142554707955,0.4800882670781249,4.1556965234989995,False,False,False
000530,0.01,0.03,0.05,-6.670595952154206,-0.9661727238429904,5.625017951494877,True,False,False
000531,0.0699999999999999,0.1,0.08,-4.160155327052636,5.383312822764855,9.12248383904026,False,False,False
000534,0.05,0.12,0.05,7.657050871366629,1.547038070627325,4.482099654999522,False,True,False
000537,0.1,0.18,0.2,-44.066544121936,6.824589126939436,4.355707301425736,True,False,False
000538,1.52,2.077,1.185,1.175078177221252,0.9451765178965164,2.0323034194408796,False,False,False
000541,0.1,0.12,0.12,7.818594023372839,6.318905424030055,3.245451959340944,False,True,False
000544,0.15,0.18,0.26,-15.874737933382741,-11.526681888501885,-2.4046601561149736,True,False,False
000550,0.424,0.6839999999999999,0.712,-4.149078142410389,7.735845181580812,4.284654023779904,True,False,False
000552,0.1399999999999999,0.0999999,0.0612,7.846052414226696,3.4564091365850094,6.446079351547571,False,True,False
000554,0.015,0.023,0.0839999999999999,37.97229371505811,4.871189407474434,9.458519024424238,True,True,True
000573,0.08,0.06,0.05,-1.1751321937004997,-7.792197209969843,-0.4633935641259122,False,False,False
000581,0.1,1.0,0.9,-25.691148648853723,1.6311657675919524,1.7634619450970614,False,False,False
000589,0.2,0.2,0.13,-0.48427038789339444,6.389026338239127,3.621013545801565,False,False,False
000591,0.128,0.145839,0.0559888999999999,10.189284117633122,4.165426971823057,8.613756865831906,False,True,False
000596,3.0,4.5,5.0,1.9598401938958254,1.8901946586034388,1.7887449390276202,True,True,True
000597,0.1,0.1,0.1,7.728917674931336,4.105733707283917,5.316847877030227,False,True,False
000605,0.02,0.02,0.02,17.234977774538887,43.27517495532507,36.11787171927751,False,True,False
000617,0.1169999999999999,0.1169999999999999,0.0569999999999999,29.82044179044768,27.41728957843983,8.224447857152045,False,True,False
000625,0.236,0.343,0.295,2.420522480794578,5.838808286010494,1.6581094762599202,False,True,False
000630,0.05,0.08,0.1,12.053729583220921,5.789000327005942,1.1997121101718522,True,False,False
000650,0.2,0.2,0.15,4.535837693464981,1.7838967964782366,2.6537269997870494,False,True,False
000661,1.0,4.5,2.6,6.983790367561902,2.8035326557141866,2.926805044757421,False,True,False
000672,0.35,0.4,0.63,3.0050516496647472,2.8800361005150172,1.701608570857065,True,True,True
000680,0.076,0.15,0.06,3.3329498739987815,1.55279095742692,5.723072819537151,False,True,False
000681,0.015,0.0209999999999999,0.013,13.168839083193085,12.177612588438496,16.504382356165628,False,True,False
000683,0.15,0.3,0.3,5.98168946259079,2.8059157627223885,4.039617640887482,False,True,False
000685,0.22,0.2,0.0819999999999999,0.9301455169819367,2.047950904385658,-2.0558296781098,False,False,False
