announcement_id,security_code,security_name,publish_date,record_date,ex_date,payment_date,cash_per_share,title,source_file,source_sha256,status
1223694773,688522,纳睿雷达,2025-05-28,2025-06-05,2025-06-06,2025-06-06,0.1,广东纳睿雷达科技股份有限公司2024年年度权益分派实施公告,pdf/1223694773.pdf,98146baaffdd85f842e5c4349c4f0ac9450042112cdbfce1c2b0cb48ea3d6288,COMPLETE
1223694794,002489,浙江永强,2025-05-28,2025-06-05,2025-06-06,2025-06-06,0.04,2024年年度权益分派实施公告,pdf/1223694794.pdf,96854317f153e9b50fad2b85cf2b64258cd3c2006c7294226deb26efa4a1be67,COMPLETE
1223694840,002588,史丹利,2025-05-28,2025-06-04,2025-06-05,2025-06-05,0.26,2024年年度权益分派实施公告,pdf/1223694840.pdf,9e2c1b9ed7317fdc17a29e886c58f87e2e8b2f1028317d05d31bc3affa454bd2,COMPLETE
1223694908,600546,山煤国际,2025-05-28,2025-06-03,2025-06-04,2025-06-04,0.69,山煤国际2024年年度权益分派实施公告,pdf/1223694908.pdf,2212d09b0140e3e4803b16057b902faf5cfc53d699ab0bbf7424e25add9c54d5,COMPLETE
1223694913,601702,华峰铝业,2025-05-28,2025-06-05,2025-06-06,2025-06-06,0.3,上海华峰铝业股份有限公司2024年年度权益分派实施公告,pdf/1223694913.pdf,9f35b4f5348c81dc5d0c4a4b4e029b6ba86afcfe55b0823084d85fd5c4ae28fa,COMPLETE
1223694914,603029,天鹅股份,2025-05-28,2025-06-03,2025-06-04,2025-06-04,0.172,山东天鹅棉业机械股份有限公司2024年年度权益分派实施公告,pdf/1223694914.pdf,fd90bae96f58d6fbb184c10682b36211aea3bfb0b8d1f61b695bed1c52eddeea,COMPLETE
1223694916,603107,上海汽配,2025-05-28,2025-06-03,2025-06-04,2025-06-04,0.3,上海汽车空调配件股份有限公司2024年年度权益分派实施公告,pdf/1223694916.pdf,0e1874e27d15192c90c58b9ad23e77c6ce678996153a8263e7976bab4aa9e0b9,COMPLETE
1223694917,603236,移远通信,2025-05-28,2025-06-03,2025-06-04,2025-06-04,0.42,2024年年度权益分派实施公告,pdf/1223694917.pdf,6db690909fd1b5eb99bd3e3026eea914325bd0574bf7cc4b8355b612fa3a41ee,COMPLETE
1223694925,605286,同力日升,2025-05-28,2025-06-03,2025-06-04,2025-06-04,0.12,同力日升2024年年度权益分派实施公告,pdf/1223694925.pdf,3f0d90e5bc02ba813d269345d83f84b02fdb78117f9fdd1f16a83fb9ada7da0a,COMPLETE
1223694926,688163,赛伦生物,2025-05-28,2025-06-04,2025-06-05,2025-06-05,0.2,赛伦生物：2024年年度权益分派实施公告,pdf/1223694926.pdf,50561f40b47f6d5e46ea9c5926a9a072b17c58c6088a39d8ceea86f9396dffae,COMPLETE
